OptimumG Tutorial Tire Data,,,,,,,
i,SA,SR,IA,Fy,Fz,MZ,V
8863,-3.518,-0.024,-0.988,2087.383789,-2756.719,-21.29128265,26.805
8864,-3.488,-0.024,-0.988,2067.223389,-2741.28,-21.20664978,26.805
8865,-3.448,-0.024,-0.978,2039.859497,-2719.6,-21.04831314,26.805
8866,-3.408,-0.023,-0.978,2026.102905,-2714.239,-21.38616562,26.805
8867,-3.368,-0.023,-0.978,2019.661743,-2726.879,-21.72534561,26.805
8868,-3.328,-0.023,-0.988,2018.85498,-2749.919,-22.2344532,26.805
8869,-3.288,-0.023,-0.978,2012.723145,-2764.159,-22.56528091,26.805
8870,-3.258,-0.024,-0.978,1997.026123,-2763.6,-22.39353371,26.805
8871,-3.208,-0.024,-0.978,1964.890991,-2742.959,-22.26071548,26.833
8872,-3.168,-0.024,-0.978,1936.84436,-2722.8,-22.09283257,26.833
8873,-3.128,-0.025,-0.968,1910.723511,-2712,-21.753088,26.833
8874,-3.088,-0.025,-0.978,1901.941284,-2725.679,-22.07410049,26.861
8875,-3.078,-0.025,-0.978,1909.38147,-2745.679,-22.38539696,26.861
8876,-3.008,-0.024,-0.978,1893.139282,-2763.199,-23.09202766,26.861
8877,-2.968,-0.025,-0.978,1876.013916,-2771.04,-22.99197769,26.861
8878,-2.928,-0.024,-0.968,1853.93396,-2756.319,-23.12556648,26.861
8879,-2.878,-0.024,-0.978,1820.362671,-2737.519,-22.9503746,26.833
8880,-2.848,-0.024,-0.988,1796.133423,-2719.199,-22.74397278,26.833
8881,-2.808,-0.023,-0.978,1779.975586,-2716.719,-23.01817131,26.833
8882,-2.768,-0.023,-0.978,1768.780884,-2731.28,-23.26923561,26.833
8883,-2.728,-0.024,-0.978,1758.351074,-2754.959,-23.34829521,26.833
8884,-2.678,-0.023,-0.978,1747.356934,-2775.119,-23.95988655,26.833
8885,-2.638,-0.023,-0.978,1727.880615,-2776.879,-23.98649788,26.833
8886,-2.608,-0.023,-0.988,1701.518921,-2755.919,-23.69000435,26.833
8887,-2.558,-0.023,-0.978,1663.314575,-2730.639,-23.27690697,26.805
8888,-2.528,-0.023,-0.978,1642.369263,-2720,-23.09972954,26.833
8889,-2.478,-0.023,-0.978,1618.130249,-2724.559,-23.11397171,26.833
8890,-2.438,-0.023,-0.978,1607.074463,-2746.559,-23.37599754,26.833
8891,-2.398,-0.023,-0.978,1594.051392,-2765.759,-23.58340836,26.833
8892,-2.358,-0.024,-0.978,1572.930908,-2775.679,-23.33504295,26.861
8893,-2.318,-0.024,-0.988,1544.906128,-2764.719,-23.10027122,26.861
8894,-2.288,-0.024,-0.978,1519.728516,-2746,-22.74429703,26.861
8895,-2.248,-0.024,-0.978,1488.807983,-2728.08,-22.38119507,26.888
8896,-2.208,-0.024,-0.978,1463.581787,-2723.359,-22.18998146,26.888
8897,-2.168,-0.024,-0.978,1445.79126,-2736.559,-22.23021317,26.888
8898,-2.128,-0.023,-0.988,1434.587036,-2760.319,-22.71244049,26.861
8899,-2.088,-0.024,-0.978,1414.437134,-2776.959,-22.45040703,26.861
8900,-2.058,-0.023,-0.978,1397.806396,-2774.08,-22.57693863,26.861
8901,-2.008,-0.022,-0.978,1362.096924,-2755.359,-22.3689537,26.861
8902,-1.978,-0.022,-0.978,1334.953125,-2733.919,-21.9249649,26.861
8903,-1.938,-0.023,-0.978,1303.572144,-2724.559,-21.3014698,26.861
8904,-1.898,-0.023,-0.978,1281.110962,-2732,-21.16639709,26.861
8905,-1.858,-0.022,-0.978,1267.325317,-2757.04,-21.51997757,26.861
8906,-1.828,-0.022,-0.978,1253.808472,-2773.759,-21.53472137,26.833
8907,-1.778,-0.022,-0.978,1221.906006,-2776.879,-21.22213936,26.833
8908,-1.738,-0.022,-0.978,1191.682617,-2766.479,-20.79621315,26.833
8909,-1.698,-0.022,-0.978,1156.670166,-2742,-20.19023514,26.861
8910,-1.658,-0.022,-0.978,1124.212769,-2724.959,-19.66915703,26.861
8911,-1.608,-0.023,-0.988,1085.984619,-2719.199,-18.93752289,26.861
8912,-1.578,-0.023,-0.978,1070.372559,-2733.199,-18.83554459,26.888
8913,-1.538,-0.023,-0.978,1051.672852,-2762,-18.80045128,26.888
8914,-1.498,-0.023,-0.978,1028.274414,-2777.199,-18.59186363,26.888
8915,-1.458,-0.024,-0.978,997.2495117,-2775.119,-17.92308044,26.888
8916,-1.418,-0.023,-0.988,965.97052,-2757.6,-17.59626198,26.888
8917,-1.378,-0.023,-0.978,930.1572876,-2728.8,-16.89105034,26.888
8918,-1.338,-0.022,-0.978,902.0404053,-2722.159,-16.63565445,26.888
8919,-1.298,-0.022,-0.988,874.5964966,-2727.759,-16.25797272,26.888
8920,-1.258,-0.022,-0.988,851.656189,-2751.359,-16.03429031,26.861
8921,-1.218,-0.022,-0.978,826.0718384,-2764.719,-15.69268799,26.861
8922,-1.178,-0.021,-0.988,798.9680176,-2768.959,-15.45313358,26.861
8923,-1.138,-0.022,-0.978,765.1418457,-2755.519,-14.64160538,26.861
8924,-1.098,-0.022,-0.978,730.6218872,-2732.399,-13.94890404,26.861
8925,-1.048,-0.021,-0.978,692.1257324,-2717.6,-13.37769794,26.861
8926,-1.018,-0.021,-0.968,670.3241577,-2718,-12.99581718,26.861
8927,-0.968,-0.021,-0.978,635.8244629,-2734.479,-12.45617867,26.861
8928,-0.928,-0.021,-0.988,609.0630493,-2755.119,-12.05597401,26.861
8929,-0.878,-0.021,-0.978,572.9834595,-2764.239,-11.42172909,26.861
8930,-0.838,-0.022,-0.978,540.1574097,-2757.439,-10.66035938,26.861
8931,-0.808,-0.022,-0.988,513.4747314,-2734.879,-10.09010983,26.888
8932,-0.768,-0.022,-0.978,480.3626099,-2713.84,-9.405207634,26.888
8933,-0.728,-0.022,-0.978,449.1406555,-2707.439,-8.801095963,26.888
8934,-0.688,-0.022,-0.978,420.2361145,-2719.04,-8.285993576,26.916
8935,-0.648,-0.022,-0.978,392.4081116,-2742.159,-7.811664104,26.916
8936,-0.618,-0.022,-0.978,371.1764526,-2759.119,-7.440304756,26.916
8937,-0.578,-0.022,-0.978,339.9102173,-2756.8,-6.823646069,26.916
8938,-0.538,-0.022,-0.978,307.2543945,-2740,-6.148968697,26.888
8939,-0.488,-0.022,-0.988,266.1922607,-2716.559,-5.301318169,26.888
8940,-0.458,-0.021,-0.958,243.111496,-2696.08,-4.872094631,26.888
8941,-0.418,-0.021,-0.988,211.3566742,-2696.8,-4.244108677,26.888
8942,-0.378,-0.021,-0.978,182.1090088,-2716.719,-3.687752485,26.861
8943,-0.338,-0.021,-0.978,152.0448608,-2734.959,-3.104442596,26.888
8944,-0.298,-0.021,-0.978,121.4510727,-2748.879,-2.499262571,26.861
8945,-0.258,-0.018,-0.978,90.66053772,-2741.519,-1.92597568,26.861
8946,-0.218,-0.018,-0.988,58.3057785,-2720.399,-1.242528081,26.861
8947,-0.188,-0.018,-0.978,34.73694611,-2696.559,-0.748822033,26.861
8948,-0.148,-0.018,-0.978,3.527419329,-2683.28,-0.107832968,26.861
8949,-0.108,-0.018,-0.978,-27.39316559,-2694.08,0.524236143,26.861
8950,-0.058,-0.018,-0.978,-66.37638855,-2716.719,1.328619719,26.888
8951,-0.028,-0.021,-0.978,-89.87783813,-2734.719,1.757065058,26.888
8952,0.008,-0.021,-0.978,-117.9274368,-2734.239,2.314275026,26.888
8953,0.048,-0.021,-0.978,-148.4917297,-2715.919,2.901787043,26.888
8954,0.088,-0.021,-0.988,-178.8360291,-2692.559,3.467081308,26.916
8955,0.118,-0.021,-0.978,-200.5782013,-2672.639,3.862205982,26.916
8956,0.168,-0.022,-0.978,-238.3885651,-2674.08,4.529546261,26.916
8957,0.208,-0.021,-0.978,-270.3546753,-2690.319,5.21606636,26.916
8958,0.238,-0.021,-0.988,-295.3208313,-2713.28,5.728266239,26.888
8959,0.278,-0.021,-0.978,-326.4554138,-2722.639,6.337771893,26.888
8960,0.318,-0.021,-0.978,-356.2353821,-2712.239,6.870566368,26.888
8961,0.368,-0.021,-0.978,-391.9590149,-2688.159,7.465459824,26.888
8962,0.398,-0.018,-0.978,-414.0141296,-2664.239,8.052013397,26.888
8963,0.438,-0.018,-0.978,-443.2962952,-2656.959,8.563526154,26.888
8964,0.478,-0.018,-0.978,-474.5267029,-2666.479,9.156544685,26.888
8965,0.518,-0.018,-0.988,-507.8483887,-2688.239,9.821492195,26.861
8966,0.568,-0.018,-0.978,-547.5526123,-2704.8,10.59271049,26.861
8967,0.608,-0.018,-0.988,-577.2671509,-2700.08,11.0828743,26.861
8968,0.648,-0.018,-0.978,-603.835083,-2681.679,11.46335316,26.861
8969,0.688,-0.018,-0.988,-630.020813,-2659.919,11.78963089,26.861
8970,0.738,-0.021,-0.978,-659.7161865,-2642.559,11.81275845,26.888
8971,0.788,-0.021,-0.978,-696.4146118,-2645.679,12.38751125,26.888
8972,0.818,-0.022,-0.978,-720.2426147,-2663.679,12.69160175,26.888
8973,0.868,-0.021,-0.968,-761.9277344,-2685.119,13.58479691,26.888
8974,0.908,-0.022,-0.978,-790.4870605,-2689.6,13.85350227,26.916
8975,0.948,-0.022,-0.978,-816.1748047,-2676.959,14.13774967,26.916
8976,0.988,-0.022,-0.988,-837.6842651,-2647.439,14.23261929,26.916
8977,1.028,-0.022,-0.978,-860.401001,-2628.159,14.41746521,26.888
8978,1.068,-0.021,-0.988,-887.5618896,-2618.559,14.84909725,26.888
8979,1.108,-0.021,-0.978,-919.1994629,-2635.359,15.3722353,26.888
8980,1.148,-0.021,-0.978,-952.9278564,-2658.159,15.94716835,26.861
8981,1.188,-0.021,-0.988,-984.8935547,-2673.04,16.42190742,26.861
8982,1.228,-0.021,-0.978,-1010.491882,-2668.399,16.69507599,26.861
8983,1.268,-0.021,-0.978,-1031.922363,-2650,16.78038406,26.861
8984,1.298,-0.021,-0.978,-1043.558105,-2623.28,16.67881584,26.861
8985,1.338,-0.018,-0.978,-1070.555298,-2608.08,17.35034561,26.861
8986,1.378,-0.021,-0.978,-1092.911377,-2614.239,17.08663177,26.861
8987,1.418,-0.018,-0.988,-1131.436035,-2633.199,18.15319824,26.833
8988,1.458,-0.018,-0.978,-1164.737671,-2655.359,18.69729233,26.833
8989,1.498,-0.021,-0.988,-1187.933716,-2664.559,18.39183235,26.861
8990,1.538,-0.021,-0.978,-1208.200317,-2651.04,18.4429245,26.861
8991,1.568,-0.021,-0.978,-1217.944458,-2626.559,18.26603317,26.861
8992,1.618,-0.022,-0.988,-1239.600464,-2608.319,18.00133705,26.888
8993,1.658,-0.022,-0.978,-1261.996582,-2604.399,18.12967873,26.888
8994,1.688,-0.022,-0.978,-1285.053101,-2616.959,18.41122246,26.888
8995,1.728,-0.023,-0.978,-1315.18689,-2639.119,18.61695671,26.888
8996,1.768,-0.023,-0.978,-1346.208008,-2656.559,18.98881149,26.888
8997,1.808,-0.022,-0.978,-1374.151489,-2659.759,19.40055275,26.888
8998,1.848,-0.022,-0.988,-1389.041504,-2639.28,19.19592285,26.861
8999,1.888,-0.022,-0.978,-1399.618042,-2612,18.92691422,26.861
9000,1.918,-0.022,-0.978,-1408.509644,-2594.319,18.73678398,26.861
9001,1.958,-0.021,-0.978,-1439.522705,-2607.28,19.2229023,26.861
9002,1.998,-0.021,-0.978,-1472.887817,-2631.519,19.64298439,26.861
9003,2.038,-0.022,-0.978,-1505.584106,-2660.559,19.89465332,26.861
9004,2.078,-0.021,-0.978,-1534.302002,-2668.559,20.2989769,26.861
9005,2.118,-0.021,-0.978,-1549.55957,-2655.519,20.13504791,26.833
9006,2.158,-0.021,-0.988,-1558.867798,-2631.04,19.75638008,26.833
9007,2.208,-0.021,-0.978,-1575.339966,-2613.28,19.52631378,26.833
9008,-7.008,-0.006,-0.978,862.571106,-899.279,-0.077376343,26.749
9009,-6.998,-0.006,-0.988,853.4953613,-889.44,-0.082593404,26.749
9010,-6.968,-0.006,-0.978,833.6574097,-867.919,-0.089679375,26.749
9011,-6.948,-0.006,-0.978,822.6817627,-856,-0.096188799,26.722
9012,-6.928,-0.006,-0.978,825.8427734,-859.2,-0.107169271,26.722
9013,-6.908,-0.006,-0.978,841.2735596,-875.52,-0.123037972,26.722
9014,-6.878,-0.004,-0.978,858.1949463,-893.119,-0.14804019,26.722
9015,-6.858,-0.006,-0.968,871.3511963,-907.279,-0.160483599,26.722
9016,-6.828,-0.004,-0.978,861.4312744,-896.159,-0.177199125,26.722
9017,-6.798,-0.004,-0.968,843.8342896,-877.119,-0.181922629,26.722
9018,-6.778,-0.004,-0.978,827.7177734,-859.759,-0.186413959,26.722
9019,-6.738,-0.004,-0.978,818.9727783,-850.159,-0.202238142,26.722
9020,-6.718,-0.006,-0.978,830.1205444,-862.159,-0.217445746,26.722
9021,-6.688,-0.007,-0.978,852.883667,-886.479,-0.247309327,26.749
9022,-6.648,-0.007,-0.968,870.1081543,-904.64,-0.280044019,26.749
9023,-6.618,-0.007,-0.978,873.1173096,-907.679,-0.303177893,26.749
9024,-6.588,-0.007,-0.978,858.8804321,-892.32,-0.309560478,26.777
9025,-6.558,-0.007,-0.978,836.8776855,-868.719,-0.308672994,26.777
9026,-6.518,-0.007,-0.978,821.5499878,-852.239,-0.317937404,26.749
9027,-6.478,-0.007,-0.978,823.8569336,-854.559,-0.342167288,26.749
9028,-6.448,-0.007,-0.978,839.1210327,-870.719,-0.373890132,26.749
9029,-6.408,-0.007,-0.968,860.7603149,-893.679,-0.417430729,26.749
9030,-6.378,-0.006,-0.978,876.6444702,-910.32,-0.45879218,26.749
9031,-6.338,-0.006,-0.978,873.7758789,-907.2,-0.481544346,26.749
9032,-6.298,-0.006,-0.968,856.838623,-889.119,-0.4836604,26.722
9033,-6.268,-0.006,-0.978,833.7703857,-864.559,-0.476777822,26.722
9034,-6.228,-0.006,-0.978,822.0869751,-852.159,-0.486225158,26.722
9035,-6.188,-0.004,-0.978,824.6245117,-854.64,-0.516115487,26.722
9036,-6.158,-0.004,-0.978,848.1154785,-879.679,-0.567779303,26.722
9037,-6.118,-0.004,-0.978,866.6522217,-899.52,-0.622242928,26.722
9038,-6.078,-0.006,-0.978,877.0812378,-911.039,-0.663976669,26.722
9039,-6.038,-0.006,-0.978,868.7487793,-902.32,-0.678713441,26.722
9040,-5.998,-0.006,-0.968,845.7340088,-878,-0.664731801,26.722
9041,-5.968,-0.007,-0.978,829.7105103,-861.359,-0.659375846,26.749
9042,-5.918,-0.007,-0.978,825.1984863,-856.879,-0.684715867,26.777
9043,-5.888,-0.007,-0.978,836.4946289,-869.119,-0.725264311,26.777
9044,-5.848,-0.008,-0.978,855.6289063,-890.159,-0.787668407,26.777
9045,-5.808,-0.008,-0.978,870.4987183,-906.4,-0.847283244,26.777
9046,-5.778,-0.007,-0.978,871.1212158,-907.039,-0.873981297,26.777
9047,-5.728,-0.007,-0.978,855.3168945,-890.719,-0.878582835,26.777
9048,-5.698,-0.007,-0.978,839.0883789,-873.759,-0.865985692,26.749
9049,-5.658,-0.007,-0.968,821.9653931,-856,-0.854533494,26.749
9050,-5.618,-0.006,-0.978,828.6693726,-863.44,-0.904011905,26.749
9051,-5.578,-0.006,-0.978,843.1750488,-879.52,-0.968364894,26.749
9052,-5.548,-0.006,-0.978,865.9840088,-904.4,-1.048733115,26.749
9053,-5.508,-0.006,-0.978,875.564209,-915.359,-1.10736227,26.749
9054,-5.458,-0.006,-0.978,864.9181519,-904.879,-1.121876001,26.749
9055,-5.418,-0.006,-0.978,841.49646,-880.559,-1.092204809,26.722
9056,-5.388,-0.006,-0.978,823.305481,-861.679,-1.067479372,26.722
9057,-5.348,-0.004,-0.978,815.0292969,-853.359,-1.080221176,26.722
9058,-5.298,-0.004,-0.978,825.9111328,-866.159,-1.15152514,26.722
9059,-5.268,-0.006,-0.978,843.7859497,-886.4,-1.226117134,26.749
9060,-5.228,-0.006,-0.978,864.3554077,-909.599,-1.325944901,26.749
9061,-5.188,-0.006,-0.978,865.0275879,-911.44,-1.365808249,26.749
9062,-5.148,-0.007,-0.978,854.7226563,-901.759,-1.36715281,26.777
9063,-5.108,-0.007,-0.978,831.3895874,-877.759,-1.327129126,26.777
9064,-5.068,-0.007,-0.978,815.2844238,-861.599,-1.309798837,26.777
9065,-5.028,-0.007,-0.978,814.3865356,-861.919,-1.34246254,26.777
9066,-4.978,-0.007,-0.958,824.343689,-874.4,-1.414408922,26.777
9067,-4.938,-0.007,-0.978,842.62854,-895.759,-1.528275847,26.777
9068,-4.898,-0.006,-0.978,856.2873535,-911.919,-1.624309897,26.777
9069,-4.858,-0.006,-0.978,846.7909546,-903.2,-1.628965735,26.749
9070,-4.818,-0.006,-0.978,829.2755127,-885.759,-1.60100913,26.749
9071,-4.778,-0.006,-0.978,810.8610229,-867.359,-1.568357587,26.749
9072,-4.738,-0.006,-0.968,801.7200928,-859.119,-1.567135096,26.749
9073,-4.698,-0.006,-0.978,808.4085693,-868.32,-1.639143586,26.749
9074,-4.668,-0.004,-0.978,825.9279175,-888.719,-1.7500875,26.749
9075,-4.618,-0.004,-0.968,840.124939,-906.959,-1.864065528,26.749
9076,-4.578,-0.004,-0.978,838.1288452,-906.959,-1.906350851,26.722
9077,-4.548,-0.004,-0.978,825.9248047,-895.119,-1.88429451,26.722
9078,-4.498,-0.004,-0.978,805.1781006,-874.959,-1.844220519,26.749
9079,-4.458,-0.006,-0.978,785.7870483,-856.079,-1.79268086,26.749
9080,-4.448,-0.006,-0.978,788.4864502,-859.679,-1.816203594,26.749
9081,-4.388,-0.006,-0.988,805.8885498,-882.879,-1.973795176,26.777
9082,-4.358,-0.007,-0.978,820.1789551,-901.2,-2.073655128,26.777
9083,-4.318,-0.007,-0.978,831.7548828,-917.039,-2.18521452,26.777
9084,-4.278,-0.007,-0.978,822.1607056,-909.119,-2.185572386,26.777
9085,-4.248,-0.007,-0.978,802.8809204,-889.52,-2.120006561,26.777
9086,-4.208,-0.007,-0.978,779.1481934,-865.599,-2.042479515,26.777
9087,-4.168,-0.007,-0.978,768.1049805,-856.079,-2.031654119,26.777
9088,-4.128,-0.006,-0.978,771.9527588,-863.279,-2.105170727,26.777
9089,-4.088,-0.006,-0.968,788.8712158,-885.919,-2.246684551,26.777
9090,-4.048,-0.006,-0.968,806.0629883,-909.2,-2.402927399,26.777
9091,-4.008,-0.006,-0.978,809.1517334,-916.479,-2.485063076,26.749
9092,-3.968,-0.006,-0.978,795.8900757,-904.879,-2.460125446,26.749
9093,-3.938,-0.006,-0.968,772.6849365,-880.719,-2.352458954,26.749
9094,-3.888,-0.006,-0.978,752.7653198,-862.32,-2.303173065,26.749
9095,-3.848,-0.004,-0.978,744.5270996,-856.239,-2.31278801,26.749
9096,-3.808,-0.004,-0.978,754.0933228,-871.599,-2.429464579,26.749
9097,-3.768,-0.004,-0.978,770.633606,-895.52,-2.598445654,26.749
9098,-3.738,-0.004,-0.978,780.059082,-910.159,-2.710186481,26.749
9099,-3.698,-0.004,-0.978,776.4520874,-910.559,-2.748481035,26.749
9100,-3.658,-0.006,-0.968,759.2411499,-895.039,-2.674716234,26.749
9101,-3.618,-0.006,-0.978,735.6357422,-871.44,-2.57510376,26.777
9102,-3.578,-0.007,-0.978,723.2460938,-861.679,-2.542725801,26.777
9103,-3.548,-0.007,-0.978,724.0805054,-866.479,-2.593943834,26.777
9104,-3.498,-0.007,-0.978,734.2914429,-885.599,-2.747674942,26.805
9105,-3.468,-0.007,-0.978,746.6484985,-905.039,-2.892102242,26.805
9106,-3.428,-0.007,-0.978,745.0158081,-908.799,-2.948073149,26.805
9107,-3.388,-0.006,-0.978,733.9552002,-900.559,-2.935011625,26.777
9108,-3.338,-0.006,-0.968,711.5108643,-879.84,-2.834321976,26.777
9109,-3.308,-0.006,-0.978,695.0315552,-863.599,-2.758754492,26.777
9110,-3.278,-0.004,-0.978,690.071228,-861.52,-2.777518988,26.777
9111,-3.238,-0.006,-0.978,695.8911743,-875.759,-2.88361454,26.777
9112,-3.188,-0.004,-0.978,709.7285767,-901.679,-3.10131216,26.749
9113,-3.168,-0.004,-0.978,713.8919678,-910.64,-3.175859213,26.749
9114,-3.118,-0.004,-0.978,708.6932983,-912.959,-3.225458384,26.749
9115,-3.078,-0.004,-0.978,687.0741577,-891.84,-3.105728388,26.749
9116,-3.038,-0.004,-0.978,663.118042,-867.44,-2.964072466,26.749
9117,-2.998,-0.004,-0.978,650.3208618,-857.84,-2.921350956,26.749
9118,-2.958,-0.004,-0.978,648.305542,-862.879,-2.975460291,26.749
9119,-2.928,-0.004,-0.978,661.4966431,-886.959,-3.155422211,26.749
9120,-2.888,-0.004,-0.978,672.9957275,-911.359,-3.347652197,26.777
9121,-2.858,-0.006,-0.978,674.0170898,-919.919,-3.40857625,26.777
9122,-2.808,-0.006,-0.978,656.505249,-906.799,-3.336323023,26.777
9123,-2.768,-0.007,-0.978,636.0822754,-887.52,-3.20478344,26.805
9124,-2.718,-0.007,-0.978,611.6604614,-864.239,-3.059166431,26.805
9125,-2.688,-0.007,-0.978,604.7457886,-861.359,-3.048066139,26.805
9126,-2.648,-0.007,-0.978,605.2178345,-871.84,-3.131474972,26.805
9127,-2.608,-0.006,-0.978,613.2470093,-893.599,-3.305624962,26.805
9128,-2.568,-0.006,-0.978,617.0279541,-910.079,-3.433495998,26.805
9129,-2.528,-0.006,-0.978,610.3569336,-911.2,-3.448216677,26.777
9130,-2.488,-0.006,-0.978,594.7923584,-898.799,-3.36221838,26.777
9131,-2.428,-0.006,-0.978,571.0994263,-879.44,-3.226339102,26.777
9132,-2.398,-0.006,-0.978,556.4005737,-865.119,-3.125230551,26.777
9133,-2.358,-0.004,-0.978,552.4244385,-870.4,-3.176911116,26.777
9134,-2.318,-0.004,-0.978,552.6967773,-883.44,-3.266726732,26.777
9135,-2.278,-0.004,-0.978,557.3406372,-904.32,-3.412536144,26.749
9136,-2.248,-0.004,-0.978,556.4522095,-913.2,-3.472033978,26.749
9137,-2.208,-0.004,-0.978,541.7373047,-902.479,-3.384268522,26.749
9138,-2.168,-0.004,-0.978,523.2505493,-885.119,-3.248315096,26.777
9139,-2.128,-0.004,-0.978,504.6796265,-867.279,-3.110023975,26.777
9140,-2.088,-0.004,-0.978,493.9029846,-862.959,-3.065423489,26.777
9141,-2.058,-0.004,-0.978,495.565979,-877.359,-3.152383089,26.777
9142,-2.008,-0.006,-0.968,496.0624695,-898.719,-3.255113363,26.805
9143,-1.968,-0.006,-0.978,496.1489868,-915.919,-3.357000828,26.805
9144,-1.938,-0.006,-0.978,489.8742371,-917.2,-3.346316814,26.805
9145,-1.898,-0.007,-0.978,470.5924377,-898.32,-3.175533533,26.805
9146,-1.848,-0.006,-0.968,446.5180969,-872.959,-2.976395845,26.805
9147,-1.808,-0.006,-0.978,431.7624512,-861.679,-2.875605583,26.805
9148,-1.768,-0.006,-0.978,422.4525757,-861.359,-2.840754032,26.805
9149,-1.728,-0.006,-0.978,423.7800903,-883.84,-2.948694706,26.777
9150,-1.688,-0.004,-0.978,426.6371155,-910.4,-3.097615957,26.777
9151,-1.648,-0.004,-0.978,421.1430664,-920.4,-3.117880821,26.777
9152,-1.608,-0.004,-0.968,409.0144653,-915.84,-3.037396908,26.777
9153,-1.548,-0.004,-0.978,383.571991,-892.079,-2.817247391,26.777
9154,-1.518,-0.004,-0.978,366.6914978,-869.599,-2.645136118,26.777
9155,-1.478,-0.004,-0.978,353.016449,-860.32,-2.540784597,26.777
9156,-1.428,-0.004,-0.978,345.9308167,-874,-2.551306725,26.749
9157,-1.398,-0.004,-0.978,347.0962219,-897.119,-2.638218403,26.749
9158,-1.358,-0.004,-0.978,342.9309692,-914.32,-2.672302723,26.777
9159,-1.318,-0.004,-0.978,333.2927551,-917.52,-2.623153687,26.777
9160,-1.278,-0.004,-0.978,317.837616,-904.32,-2.483170509,26.777
9161,-1.228,-0.004,-0.978,298.2821655,-886.159,-2.303183794,26.777
9162,-1.198,-0.006,-0.978,284.1739807,-867.919,-2.148897171,26.805
9163,-1.158,-0.006,-0.978,274.1079102,-869.44,-2.087212086,26.805
9164,-1.108,-0.006,-0.978,265.0099792,-883.599,-2.061602831,26.805
9165,-1.068,-0.006,-0.978,261.9705505,-911.2,-2.107592106,26.805
9166,-1.028,-0.006,-0.978,253.7240143,-922.32,-2.073392391,26.805
9167,-0.988,-0.004,-0.978,239.7619171,-912,-1.956610918,26.805
9168,-0.938,-0.004,-0.978,220.6884155,-892.32,-1.77162981,26.805
9169,-0.908,-0.004,-0.978,207.97052,-874.079,-1.64083457,26.805
9170,-0.858,-0.004,-0.998,192.39151,-866.479,-1.51099205,26.777
9171,-0.828,-0.004,-0.978,186.0568542,-875.119,-1.476959467,26.777
9172,-0.778,-0.004,-0.978,178.0071869,-905.2,-1.462696791,26.777
9173,-0.748,-0.004,-0.978,172.9116211,-924.4,-1.451157093,26.777
9174,-0.708,-0.004,-0.978,161.7012024,-928,-1.363806486,26.777
9175,-0.678,-0.004,-0.978,149.5387878,-908.4,-1.236701965,26.777
9176,-0.628,-0.004,-0.978,131.1379395,-883.119,-1.056379199,26.777
9177,-0.588,-0.004,-0.958,117.3473511,-865.119,-0.927158654,26.777
9178,-0.558,-0.004,-0.978,109.3222046,-868.879,-0.866953492,26.777
9179,-0.518,-0.004,-0.978,100.5160141,-890.479,-0.815678775,26.777
9180,-0.478,-0.004,-0.978,91.55528259,-916.079,-0.762802124,26.777
9181,-0.438,-0.004,-0.978,81.49012756,-936.719,-0.692836165,26.777
9182,-0.388,-0.004,-0.978,65.35980225,-924.64,-0.547805071,26.805
9183,-0.358,-0.004,-0.978,54.9637146,-903.52,-0.44994083,26.805
9184,-0.318,-0.004,-0.978,42.01963425,-881.119,-0.335104674,26.805
9185,-0.278,-0.004,-0.978,30.12952232,-871.279,-0.237265125,26.805
9186,-0.238,-0.004,-0.978,18.97974777,-880.239,-0.150854468,26.805
9187,-0.188,-0.004,-0.978,4.812104225,-899.44,-0.039710388,26.805
9188,-0.168,-0.004,-0.978,-0.963864386,-920.32,0.006735774,26.805
9189,-0.118,-0.004,-0.968,-15.96675873,-926.32,0.129786372,26.805
9190,-0.068,-0.004,-0.978,-30.67290497,-911.359,0.244823813,26.777
9191,-0.038,-0.004,-0.968,-38.74279022,-890.559,0.301727206,26.777
9192,0,-0.004,-0.978,-48.89276886,-872.559,0.371243715,26.777
9193,0.038,-0.003,-0.978,-59.60503769,-872.4,0.45137158,26.777
9194,0.078,-0.004,-0.978,-72.23756409,-890.079,0.55338037,26.777
9195,0.118,-0.003,-0.978,-85.22395325,-907.84,0.663234293,26.777
9196,0.148,-0.003,-0.978,-94.72142792,-915.52,0.739704609,26.777
9197,0.188,-0.003,-0.978,-105.9189606,-910.32,0.816888869,26.777
9198,0.218,-0.003,-0.978,-112.5735321,-892.479,0.846710861,26.777
9199,0.258,-0.004,-0.968,-121.5087128,-873.599,0.887099564,26.777
9200,0.308,-0.004,-0.968,-134.6916504,-868.64,0.968259454,26.777
9201,0.338,-0.004,-0.978,-144.4302979,-877.84,1.041544318,26.777
9202,0.378,-0.004,-1.018,-159.3360901,-899.52,1.161351323,26.805
9203,0.428,-0.004,-0.978,-176.6266632,-917.84,1.306763887,26.805
9204,0.458,-0.004,-0.978,-185.3139954,-918.239,1.362471223,26.805
9205,0.498,-0.004,-0.978,-193.0879364,-900.239,1.378690839,26.805
9206,0.538,-0.004,-0.978,-199.0034943,-876,1.368962288,26.805
9207,0.568,-0.004,-0.978,-203.1514587,-858.479,1.358992696,26.805
9208,0.618,-0.004,-0.978,-216.5389099,-859.359,1.431807399,26.805
9209,0.668,-0.004,-0.978,-234.3221741,-877.679,1.562672257,26.805
9210,0.698,-0.004,-0.978,-248.574173,-901.44,1.690220237,26.777
